word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million,topic_code,topic
bedroom,1286,B1,n,/bˈɛdɹˌum/,phòng ngủ,My bedroom is upstairs.,TRUE,1432,57.71,59,NC,"Nhà cửa, đồ vật & trang phục"
quote,1287,B1,v,/kwˈoʊt/,trích dẫn; báo giá,She quoted a famous writer.,FALSE,1433,57.71,59,GT,"Giao tiếp, ngôn ngữ & truyền thông"
climb,1288,B1,v,/klˈaɪm/,"leo, trèo",They climbed the mountain.,FALSE,1434,57.7,59,HD,Hành động & chuyển động
basically,1289,B1,adv,/bˈeɪsɪkli/,về cơ bản,"Basically, the plan is simple.",FALSE,1435,57.7,59,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
violence,1290,B1,n,/vˈaɪələns/,bạo lực,The film has too much violence.,FALSE,1436,57.69,59,CT,"Chính trị, luật pháp & quân sự"
minister,1291,B1,n,/mˈɪnəstɚ/,bộ trưởng; mục sư,The minister gave a speech.,FALSE,1437,57.69,59,CT,"Chính trị, luật pháp & quân sự"
mainly,1292,B1,adv,/mˈeɪnli/,chủ yếu,The class is mainly beginners.,FALSE,1438,57.68,59,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
mouth,1293,B1,n,/mˈaʊθ/,cái miệng,"Open your mouth, please.",TRUE,1439,57.68,59,NG,Con người & cơ thể
noise,1294,B1,n,/nˈɔɪz/,tiếng ồn,The noise kept me awake.,FALSE,1440,57.68,59,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
manner,1295,B1,n,/mˈænɚ/,cách thức; thái độ,He spoke in a polite manner.,FALSE,1441,57.67,59,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
gun,1296,B1,n,/ɡˈʌn/,khẩu súng,The police carried a gun.,TRUE,1442,57.67,58,CT,"Chính trị, luật pháp & quân sự"
square,1297,B1,n,/skwˈɛɹ/,quảng trường; hình vuông,We met in the town square.,TRUE,1443,57.67,58,KG,"Không gian, vị trí & địa lý"
occasion,1298,B1,n,/əkˈeɪʒən/,"dịp, cơ hội",This is a special occasion.,FALSE,1444,57.65,58,TG,Thời gian
familiar,1299,B1,adj,/fəmˈɪljɚ/,quen thuộc,Her face looks familiar.,FALSE,1445,57.64,58,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
ignore,1300,B1,v,/ˌɪɡnˈɔɹ/,"phớt lờ, làm ngơ",Don't ignore the warning.,FALSE,1446,57.64,58,HD,Hành động & chuyển động
destroy,1301,B1,v,/dɪstɹˈɔɪ/,"phá hủy, tiêu diệt",The fire destroyed the house.,FALSE,1447,57.64,58,HD,Hành động & chuyển động
affair,1302,B1,n,/əfˈɛɹ/,"việc, chuyện; sự vụ",This is a private affair.,FALSE,1448,57.63,58,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
civil,1303,B1,adj,/sˈɪvəl/,dân sự; công dân,They discussed civil rights.,FALSE,1449,57.62,58,CT,"Chính trị, luật pháp & quân sự"
locate,1304,B1,v,/lˈoʊkˌeɪt/,định vị; đặt ở,Can you locate the problem?,FALSE,1450,57.62,58,KG,"Không gian, vị trí & địa lý"
citizen,1305,B1,n,/sˈɪtəzən/,công dân,He is a Vietnamese citizen.,FALSE,1451,57.62,58,CT,"Chính trị, luật pháp & quân sự"
temperature,1306,B1,n,/tˈɛmpɹətʃɚ/,nhiệt độ,The temperature is rising.,FALSE,1452,57.61,58,TN,"Thiên nhiên, môi trường & thời tiết"
gold,1307,B1,n,/ɡˈoʊld/,vàng,The ring is made of gold.,TRUE,1453,57.61,58,TN,"Thiên nhiên, môi trường & thời tiết"
domestic,1308,B1,adj,/dəmˈɛstɪk/,trong nước; gia đình,This is a domestic flight.,FALSE,1454,57.57,57,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
load,1309,B1,n,/lˈoʊd/,tải trọng; hàng chở,The truck carried a heavy load.,FALSE,1455,57.57,57,SL,"Số lượng, đo lường & kích thước"
belief,1310,B1,n,/bɪlˈif/,niềm tin,She has strong beliefs.,FALSE,1456,57.57,57,TD,"Tư duy, nhận thức & giác quan"
troop,1311,B1,n,/tɹˈup/,"quân lính, binh sĩ",The troops marched forward.,FALSE,1457,57.57,57,CT,"Chính trị, luật pháp & quân sự"
technical,1312,B1,adj,/tˈɛknɪkəl/,thuộc kỹ thuật,This is a technical problem.,FALSE,1458,57.56,57,KH,Khoa học & công nghệ
remind,1313,B1,v,/ɹimˈaɪnd/,nhắc nhở,Remind me to call her.,FALSE,1459,57.56,57,GT,"Giao tiếp, ngôn ngữ & truyền thông"
arrangement,1314,B1,n,/ɚˈeɪndʒmənt/,sự sắp xếp; thỏa thuận,We made travel arrangements.,FALSE,1460,57.56,57,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
skin,1315,B1,n,/skˈɪn/,da,Protect your skin from the sun.,TRUE,1461,57.55,57,NG,Con người & cơ thể
prison,1316,B1,n,/pɹˈɪzən/,nhà tù,He spent five years in prison.,TRUE,1462,57.55,57,CT,"Chính trị, luật pháp & quân sự"
switch,1317,B1,n,/swˈɪtʃ/,công tắc; sự chuyển đổi,Turn off the light switch.,TRUE,1463,57.55,57,NC,"Nhà cửa, đồ vật & trang phục"
acquire,1318,B1,v,/əkwˈaɪɚ/,"thu được, đạt được",She acquired new skills.,FALSE,1464,57.54,57,HD,Hành động & chuyển động
corporate,1319,B1,adj,/kˈɔɹpɚət/,"thuộc công ty, doanh nghiệp",He works in corporate law.,FALSE,1465,57.53,57,KT,"Kinh doanh, kinh tế & tài chính"
fairly,1320,B1,adv,/fˈɛɹli/,"khá, tương đối",The exam was fairly easy.,FALSE,1466,57.53,57,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
wood,1321,B1,n,/wˈʊd/,gỗ,The table is made of wood.,TRUE,1467,57.53,57,TN,"Thiên nhiên, môi trường & thời tiết"
participate,1322,B1,v,/pɑɹtˈɪsəpˌeɪt/,tham gia,Everyone should participate.,FALSE,1468,57.53,57,HD,Hành động & chuyển động
tough,1323,B1,adj,/tˈʌf/,"khó khăn; dai, cứng",It was a tough decision.,FALSE,1469,57.53,57,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
tear,1324,B1,n,/tˈɛɹ/,giọt nước mắt,A tear ran down her cheek.,FALSE,1470,57.52,57,CX,"Cảm xúc, tính cách & thái độ"
representative,1325,B1,n,/ɹˌɛpɹəzˈɛntətɪv/,người đại diện,She is our class representative.,FALSE,1471,57.52,57,CT,"Chính trị, luật pháp & quân sự"
capacity,1326,B1,n,/kəpˈæsəti/,sức chứa; năng lực,The hall has a large capacity.,FALSE,1472,57.52,57,SL,"Số lượng, đo lường & kích thước"
border,1327,B1,n,/bˈɔɹdɚ/,biên giới,They crossed the border.,FALSE,1473,57.51,56,KG,"Không gian, vị trí & địa lý"
shake,1328,B1,v,/ʃˈeɪk/,lắc; rung; run,Shake the bottle well.,FALSE,1474,57.51,56,HD,Hành động & chuyển động
assessment,1329,B1,n,/əsˈɛsmənt/,sự đánh giá,The teacher made an assessment.,FALSE,1475,57.51,56,TD,"Tư duy, nhận thức & giác quan"
shoe,1330,B1,n,/ʃˈu/,giày,I bought a new pair of shoes.,TRUE,1476,57.51,56,NC,"Nhà cửa, đồ vật & trang phục"
ad,1331,B1,n,/ˈæd/,quảng cáo,I saw an ad on TV.,FALSE,1478,57.5,56,KT,"Kinh doanh, kinh tế & tài chính"
fee,1332,B1,n,/fˈi/,"lệ phí, phí",The entrance fee is small.,FALSE,1479,57.49,56,KT,"Kinh doanh, kinh tế & tài chính"
hall,1333,B1,n,/hˈɔl/,sảnh; hội trường,The meeting is in the main hall.,TRUE,1480,57.49,56,NC,"Nhà cửa, đồ vật & trang phục"
regulation,1334,B1,n,/ɹˌɛɡjəlˈeɪʃən/,"quy định, quy tắc",Follow the safety regulations.,FALSE,1481,57.48,56,CT,"Chính trị, luật pháp & quân sự"
escape,1335,B1,v,/ɪskˈeɪp/,trốn thoát,The bird escaped from the cage.,FALSE,1482,57.48,56,HD,Hành động & chuyển động
studio,1336,B1,n,/stˈudiˌoʊ/,xưởng; phòng thu,She works in an art studio.,TRUE,1483,57.48,56,GI,"Nghệ thuật, giải trí & thể thao"
proper,1337,B1,adj,/pɹˈɑpɚ/,đúng đắn; thích hợp,Wear proper shoes for hiking.,FALSE,1484,57.47,56,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
relax,1338,B1,v,/ɹɪlˈæks/,thư giãn,I relax by reading books.,FALSE,1485,57.47,56,CX,"Cảm xúc, tính cách & thái độ"
tourist,1339,B1,n,/tˈʊɹəst/,khách du lịch,Many tourists visit the city.,FALSE,1486,57.47,56,DL,Giao thông & du lịch
component,1340,B1,n,/kəmpˈoʊnənt/,"bộ phận, thành phần",This is a key component.,TRUE,1487,57.47,56,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
afford,1341,B1,v,/əfˈɔɹd/,đủ khả năng (chi trả),I can't afford a new car.,FALSE,1488,57.46,56,KT,"Kinh doanh, kinh tế & tài chính"
lawyer,1342,B1,n,/lˈɔjɚ/,luật sư,She hired a good lawyer.,TRUE,1489,57.46,56,CT,"Chính trị, luật pháp & quân sự"
suspect,1343,B1,v,/səspˈɛkt/,nghi ngờ,The police suspect him.,FALSE,1490,57.45,56,TD,"Tư duy, nhận thức & giác quan"
cup,1344,B1,n,/kˈʌp/,"cái cốc, tách",I drink a cup of tea.,TRUE,1491,57.45,56,NC,"Nhà cửa, đồ vật & trang phục"
description,1345,B1,n,/dɪskɹˈɪpʃən/,sự mô tả,Write a short description.,FALSE,1492,57.45,56,GT,"Giao tiếp, ngôn ngữ & truyền thông"
confidence,1346,B1,n,/kˈɑnfədəns/,sự tự tin; sự tin tưởng,She spoke with confidence.,FALSE,1493,57.44,55,CX,"Cảm xúc, tính cách & thái độ"
industrial,1347,B1,adj,/ˌɪndˈʌstɹiəl/,thuộc công nghiệp,This is an industrial area.,FALSE,1494,57.42,55,KT,"Kinh doanh, kinh tế & tài chính"
complain,1348,B1,v,/kəmplˈeɪn/,"phàn nàn, than phiền",He complained about the noise.,FALSE,1495,57.42,55,GT,"Giao tiếp, ngôn ngữ & truyền thông"
perspective,1349,B1,n,/pɚspˈɛktɪv/,"góc nhìn, quan điểm",Try to see my perspective.,FALSE,1496,57.42,55,TD,"Tư duy, nhận thức & giác quan"
error,1350,B1,n,/ˈɛɹɚ/,"lỗi, sai sót",There is an error in the report.,FALSE,1497,57.42,55,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
arrest,1351,B1,v,/ɚˈɛst/,bắt giữ,The police arrested the thief.,FALSE,1498,57.42,55,CT,"Chính trị, luật pháp & quân sự"
assess,1352,B1,v,/əsˈɛs/,đánh giá,The teacher assessed our work.,FALSE,1499,57.41,55,TD,"Tư duy, nhận thức & giác quan"
register,1353,B1,v,/ɹˈɛdʒɪstɚ/,đăng ký,Please register for the course.,FALSE,1500,57.4,55,HD,Hành động & chuyển động
asset,1354,B1,n,/ˈæsˌɛt/,tài sản,Her main asset is patience.,FALSE,1501,57.4,55,KT,"Kinh doanh, kinh tế & tài chính"
signal,1355,B1,n,/sˈɪɡnəl/,tín hiệu,The phone signal is weak.,FALSE,1502,57.39,55,GT,"Giao tiếp, ngôn ngữ & truyền thông"
finger,1356,B1,n,/fˈɪŋɡɚ/,ngón tay,She cut her finger.,TRUE,1503,57.38,55,NG,Con người & cơ thể
relevant,1357,B1,adj,/ɹˈɛləvənt/,"liên quan, thích hợp",Please give relevant examples.,FALSE,1504,57.38,55,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
explore,1358,B1,v,/ɪksplˈɔɹ/,khám phá,We explored the old town.,FALSE,1505,57.37,55,TD,"Tư duy, nhận thức & giác quan"
leadership,1359,B1,n,/lˈidɚʃˌɪp/,sự lãnh đạo,The team needs strong leadership.,FALSE,1506,57.37,55,CT,"Chính trị, luật pháp & quân sự"
commitment,1360,B1,n,/kəmˈɪtmənt/,sự cam kết,She showed great commitment.,FALSE,1507,57.36,54,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
wake,1361,B1,v,/wˈeɪk/,thức dậy; đánh thức,I wake up at six every day.,FALSE,1508,57.36,54,NG,Con người & cơ thể
necessarily,1362,B1,adv,/nˌɛsəsˈɛɹəli/,nhất thiết,This is not necessarily true.,FALSE,1509,57.35,54,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bright,1363,B1,adj,/bɹˈaɪt/,sáng; thông minh,The room is bright and clean.,FALSE,1510,57.34,54,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
frame,1364,B1,n,/fɹˈeɪm/,khung,The photo is in a wooden frame.,TRUE,1511,57.34,54,NC,"Nhà cửa, đồ vật & trang phục"
slowly,1365,B1,adv,/slˈoʊli/,chậm rãi,Please speak more slowly.,FALSE,1512,57.34,54,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bond,1366,B1,n,/bˈɑnd/,mối liên kết; trái phiếu,There is a strong bond between them.,FALSE,1513,57.34,54,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
hire,1367,B1,v,/hˈaɪɚ/,thuê (người/xe),They hired a new teacher.,FALSE,1514,57.34,54,CV,Công việc & nghề nghiệp
hole,1368,B1,n,/hˈoʊl/,cái lỗ,There is a hole in my sock.,TRUE,1515,57.33,54,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
tie,1369,B1,n,/tˈaɪ/,cà vạt; sự ràng buộc,He wore a blue tie.,TRUE,1516,57.33,54,NC,"Nhà cửa, đồ vật & trang phục"
internal,1370,B1,adj,/ˌɪntˈɝnəl/,"bên trong, nội bộ",This is an internal report.,FALSE,1517,57.33,54,KG,"Không gian, vị trí & địa lý"
chain,1371,B1,n,/tʃˈeɪn/,dây xích; chuỗi,The dog is on a chain.,TRUE,1518,57.32,54,NC,"Nhà cửa, đồ vật & trang phục"
literature,1372,B1,n,/lˈɪtɚətʃɚ/,văn học,She studies English literature.,FALSE,1519,57.29,54,GI,"Nghệ thuật, giải trí & thể thao"
victim,1373,B1,n,/vˈɪktəm/,nạn nhân,The flood victims needed help.,FALSE,1520,57.29,54,CT,"Chính trị, luật pháp & quân sự"
threaten,1374,B1,v,/θɹˈɛtən/,đe dọa,The storm threatened the coast.,FALSE,1521,57.28,53,GT,"Giao tiếp, ngôn ngữ & truyền thông"
division,1375,B1,n,/dɪvˈɪʒən/,sự phân chia; bộ phận,The company has three divisions.,FALSE,1522,57.28,53,SL,"Số lượng, đo lường & kích thước"
secure,1376,B1,adj,/sɪkjˈʊɹ/,an toàn; chắc chắn,Keep your password secure.,FALSE,1523,57.27,53,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
amaze,1377,B1,v,/əmˈeɪz/,làm kinh ngạc,Her talent amazes everyone.,FALSE,1524,57.27,53,CX,"Cảm xúc, tính cách & thái độ"
device,1378,B1,n,/dɪvˈaɪs/,thiết bị,This is a useful device.,TRUE,1525,57.26,53,KH,Khoa học & công nghệ
birth,1379,B1,n,/bˈɝθ/,"sự sinh, sự ra đời",The baby's birth was celebrated.,FALSE,1526,57.26,53,NG,Con người & cơ thể
forest,1380,B1,n,/fˈɔɹəst/,rừng,Many animals live in the forest.,TRUE,1527,57.26,53,TN,"Thiên nhiên, môi trường & thời tiết"
label,1381,B1,n,/lˈeɪbəl/,"nhãn, mác",Read the label before use.,TRUE,1528,57.26,53,NC,"Nhà cửa, đồ vật & trang phục"
root,1382,B1,n,/ɹˈut/,rễ (cây); gốc,The tree has deep roots.,TRUE,1529,57.26,53,TN,"Thiên nhiên, môi trường & thời tiết"
factory,1383,B1,n,/fˈæktɚi/,nhà máy,She works in a shoe factory.,TRUE,1530,57.25,53,KT,"Kinh doanh, kinh tế & tài chính"
expense,1384,B1,n,/ɪkspˈɛns/,chi phí,Travel expenses are high.,FALSE,1531,57.25,53,KT,"Kinh doanh, kinh tế & tài chính"
channel,1385,B1,n,/tʃˈænəl/,kênh (truyền hình); kênh dẫn,Change the TV channel.,FALSE,1532,57.25,53,GT,"Giao tiếp, ngôn ngữ & truyền thông"
investigate,1386,B1,v,/ˌɪnvˈɛstəɡˌeɪt/,điều tra,The police investigated the case.,FALSE,1533,57.25,53,CT,"Chính trị, luật pháp & quân sự"
recommendation,1387,B1,n,/ɹˌɛkəməndˈeɪʃən/,"lời giới thiệu, khuyến nghị",She gave a strong recommendation.,FALSE,1534,57.24,53,GT,"Giao tiếp, ngôn ngữ & truyền thông"
rank,1388,B1,n,/ɹˈæŋk/,cấp bậc; thứ hạng,He holds a high rank.,FALSE,1535,57.23,53,SL,"Số lượng, đo lường & kích thước"
typical,1389,B1,adj,/tˈɪpəkəl/,"điển hình, tiêu biểu",This is a typical winter day.,FALSE,1536,57.23,53,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
west,1390,B1,n,/wˈɛst/,phía tây,The sun sets in the west.,FALSE,1537,57.23,53,KG,"Không gian, vị trí & địa lý"
friendly,1391,B1,adj,/fɹˈɛndli/,thân thiện,The staff are very friendly.,FALSE,1538,57.23,53,CX,"Cảm xúc, tính cách & thái độ"
resident,1392,B1,n,/ɹˈɛzɪdənt/,"cư dân, người ở",The residents love the park.,FALSE,1539,57.23,53,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
provision,1393,B1,n,/pɹəvˈɪʒən/,sự cung cấp; điều khoản,The provision of food is important.,FALSE,1540,57.23,53,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
concentrate,1394,B1,v,/kˈɑnsəntɹˌeɪt/,tập trung,I can't concentrate with this noise.,FALSE,1541,57.22,53,TD,"Tư duy, nhận thức & giác quan"
export,1395,B1,v,/ˈɛkspɔɹt/,xuất khẩu,They export rice to many countries.,FALSE,1543,57.21,53,KT,"Kinh doanh, kinh tế & tài chính"
entirely,1396,B1,adv,/ɪntˈaɪɚli/,hoàn toàn,I am entirely satisfied.,FALSE,1544,57.21,53,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
strongly,1397,B1,adv,/stɹˈɔŋli/,mạnh mẽ,I strongly agree with you.,FALSE,1545,57.21,53,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
bridge,1398,B1,n,/bɹˈɪdʒ/,cây cầu,They built a new bridge.,TRUE,1546,57.2,53,KG,"Không gian, vị trí & địa lý"
consist,1399,B1,v,/kənsˈɪst/,"bao gồm, gồm có",The team consists of five people.,FALSE,1547,57.2,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
graduate,1400,B1,v,/ɡɹˈædʒəwət/,tốt nghiệp,She will graduate next year.,FALSE,1548,57.2,52,HT,Giáo dục & học tập
brand,1401,B1,n,/bɹˈænd/,"nhãn hiệu, thương hiệu",This is a famous shoe brand.,FALSE,1549,57.19,52,KT,"Kinh doanh, kinh tế & tài chính"
moral,1402,B1,adj,/mˈɔɹəl/,thuộc đạo đức,It is a moral question.,FALSE,1550,57.18,52,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
insist,1403,B1,v,/ˌɪnsˈɪst/,"khăng khăng, nài nỉ",She insisted on paying.,FALSE,1551,57.17,52,GT,"Giao tiếp, ngôn ngữ & truyền thông"
combination,1404,B1,n,/kˌɑmbənˈeɪʃən/,sự kết hợp,Try a combination of colors.,FALSE,1552,57.17,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
abuse,1405,B1,n,/əbjˈus/,"sự lạm dụng, ngược đãi",Drug abuse is a serious problem.,FALSE,1553,57.17,52,CT,"Chính trị, luật pháp & quân sự"
ice,1406,B1,n,/ˈaɪs/,"nước đá, băng",Add some ice to my drink.,TRUE,1554,57.16,52,TN,"Thiên nhiên, môi trường & thời tiết"
principal,1407,B1,n,/pɹˈɪnsəpəl/,hiệu trưởng,The principal spoke to the students.,FALSE,1555,57.16,52,HT,Giáo dục & học tập
master,1408,B1,v,/mˈæstɚ/,"tinh thông, làm chủ",She mastered three languages.,FALSE,1556,57.16,52,TD,"Tư duy, nhận thức & giác quan"
definitely,1409,B1,adv,/dˈɛfənətli/,"chắc chắn, nhất định",I will definitely come.,FALSE,1557,57.16,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
session,1410,B1,n,/sˈɛʃən/,buổi (họp/học),The training session lasts an hour.,FALSE,1558,57.16,52,TG,Thời gian
grade,1411,B1,n,/ɡɹˈeɪd/,điểm; lớp; loại,She got a good grade.,FALSE,1559,57.16,52,HT,Giáo dục & học tập
predict,1412,B1,v,/pɹɪdˈɪkt/,dự đoán,Nobody can predict the future.,FALSE,1561,57.15,52,TD,"Tư duy, nhận thức & giác quan"
previously,1413,B1,adv,/pɹˈiviəsli/,trước đây,She previously worked here.,FALSE,1562,57.14,52,TG,Thời gian
protection,1414,B1,n,/pɹətˈɛkʃən/,sự bảo vệ,Wear a hat for sun protection.,FALSE,1563,57.14,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
largely,1415,B1,adv,/lˈɑɹdʒli/,"phần lớn, chủ yếu",The plan was largely successful.,FALSE,1564,57.14,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
wed,1416,B1,v,/wˈɛd/,"kết hôn, cưới",They wed in a small church.,FALSE,1565,57.13,52,GD,Gia đình & quan hệ thân thuộc
rent,1417,B1,v,/ɹˈɛnt/,thuê; cho thuê,We rent a small apartment.,FALSE,1566,57.13,52,KT,"Kinh doanh, kinh tế & tài chính"
shot,1418,B1,n,/ʃˈɑt/,phát bắn; cú sút; mũi tiêm,He scored with a great shot.,FALSE,1567,57.12,52,GI,"Nghệ thuật, giải trí & thể thao"
appearance,1419,B1,n,/əpˈɪɹəns/,vẻ ngoài; sự xuất hiện,Don't judge by appearance.,FALSE,1568,57.12,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
reasonable,1420,B1,adj,/ɹˈizənəbəl/,hợp lý; phải chăng,The price is reasonable.,FALSE,1569,57.12,52,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
guarantee,1421,B1,v,/ɡˌɛɹəntˈi/,"đảm bảo, bảo hành",We guarantee the product for a year.,FALSE,1570,57.12,52,GT,"Giao tiếp, ngôn ngữ & truyền thông"
theme,1422,B1,n,/θˈim/,chủ đề (chính),The theme of the party is space.,FALSE,1572,57.11,51,GT,"Giao tiếp, ngôn ngữ & truyền thông"
judgment,1423,B1,n,/dʒˈʌdʒmənt/,sự phán xét; phán quyết,Use your own judgment.,FALSE,1573,57.11,51,TD,"Tư duy, nhận thức & giác quan"
